"","Gender","Age","Education_level","Employment_status","Income_group","Country","Household_members_number","Number_vehicles_household","Leisure_trips_number","Plan_to_purchase_vehicle","buy_electric"
"1835","M",33,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Bulgaria","two",1,1,"Yes, in the next 6 months",FALSE
"1836","M",40,"Upper secondary (high school)","Unemployed","middle","Bulgaria","two",1,15,"Yes, in the next 6 months",FALSE
"1837","F",43,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","three",3,30,"Yes, in the next 6 months",FALSE
"1838","F",20,"Upper secondary (high school)","Studying","lower middle","Bulgaria","three",3,6,"No",FALSE
"1839","M",27,"Upper secondary (high school)","Full time employed","middle","Bulgaria","three",1,2,"No",FALSE
"1840","F",29,"Tertiary and higher (University degree or PhD)","Full time employed","high","Bulgaria","four",3,10,"Yes, in the next 6 months",FALSE
"1841","M",41,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Bulgaria","one (myself)",2,2,"No",TRUE
"1842","F",38,"Tertiary and higher (University degree or PhD)","Part time employed","lower middle","Bulgaria","two",1,0,"No",FALSE
"1843","F",46,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","four",1,1,"No",TRUE
"1844","F",22,"Upper secondary (high school)","Full time employed","middle","Bulgaria","three",3,3,"No",FALSE
"1845","M",40,"Upper secondary (high school)","Part time employed","middle","Bulgaria","two",0,0,"Yes, in the next 2 years",TRUE
"1846","F",29,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","two",1,2,"Don’t know/no answer",TRUE
"1847","F",43,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","three",1,4,"Yes, in the next 12 months",TRUE
"1848","F",58,"Upper secondary (high school)","Full time employed","middle","Bulgaria","two",2,1,"Yes, in the next 12 months",FALSE
"1849","M",47,"Upper secondary (high school)","Full time employed","middle","Bulgaria","four",3,4,"Yes, in the next 12 months",FALSE
"1850","M",56,"Upper secondary (high school)","Full time employed","middle","Bulgaria","four",2,0,"No",FALSE
"1851","M",61,"Upper secondary (high school)","Retired","middle","Bulgaria","two",1,10,"Yes, in the next 6 months",FALSE
"1852","F",25,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","two",2,10,"Yes, in the next 6 months",TRUE
"1853","M",43,"Upper secondary (high school)","Full time employed","middle","Bulgaria","three",2,0,"Yes, in the next 2 years",FALSE
"1854","M",59,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","four",1,1,"Yes, in the next 2 years",TRUE
"1855","F",27,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Bulgaria","two",1,1,"No",TRUE
"1856","F",42,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","two",2,1,"Yes, in the next 12 months",FALSE
"1857","M",42,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Bulgaria","three",2,0,"No",FALSE
"1858","M",45,"Upper secondary (high school)","Full time employed","middle","Bulgaria","three",1,3,"No",TRUE
"1859","M",42,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Bulgaria","five",4,1,"Don’t know/no answer",TRUE
"1860","M",29,"Upper secondary (high school)","Full time employed","middle","Bulgaria","two",2,10,"No",FALSE
"1861","F",32,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Bulgaria","three",1,2,"Yes, in the next 6 months",TRUE
"1862","M",41,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Bulgaria","three",1,1,"Yes, in the next 12 months",FALSE
"1863","M",41,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","two",2,2,"No",TRUE
"1864","M",59,"Upper secondary (high school)","Full time employed","lower middle","Bulgaria","two",1,0,"No",TRUE
"1865","M",32,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Bulgaria","one (myself)",1,8,"Yes, in the next 12 months",TRUE
"1866","F",58,"Tertiary and higher (University degree or PhD)","Other","middle","Bulgaria","two",1,4,"No",FALSE
"1867","M",44,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","four",2,4,"No",TRUE
"1868","M",61,"Upper secondary (high school)","Retired","middle","Bulgaria","one (myself)",0,0,"No",TRUE
"1869","F",56,"Tertiary and higher (University degree or PhD)","Other","middle","Bulgaria","three",0,1,"Yes, in the next 2 years",TRUE
"1870","F",29,"Upper secondary (high school)","Full time employed","middle","Bulgaria","two",1,2,"Yes, in the next 12 months",FALSE
"1871","F",33,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","three",1,1,"No",FALSE
"1872","F",29,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Bulgaria","one (myself)",2,10,"Yes, in the next 2 years",TRUE
"1873","M",41,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Bulgaria","three",2,8,"Yes, in the next 12 months",TRUE
"1874","M",34,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","two",1,4,"Don’t know/no answer",FALSE
"1875","F",57,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","three",2,3,"No",FALSE
"1876","F",49,"Upper secondary (high school)","Full time employed","low","Bulgaria","three",3,1,"Yes, in the next 2 years",FALSE
"1877","F",49,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","two",2,2,"Yes, in the next 6 months",FALSE
"1878","F",48,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","three",2,1,"No",FALSE
"1879","M",26,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","two",1,10,"Yes, in the next 12 months",FALSE
"1880","F",48,"Upper secondary (high school)","Part time employed","middle","Bulgaria","three",2,1,"Don’t know/no answer",FALSE
"1881","F",42,"Upper secondary (high school)","Unemployed","middle","Bulgaria","three",0,3,"Yes, in the next 2 years",FALSE
"1882","F",51,"Tertiary and higher (University degree or PhD)","Full time employed","I prefer not to answer","Bulgaria","four",2,3,"No",TRUE
"1883","F",28,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Bulgaria","four",2,30,"Yes, in the next 12 months",FALSE
"1884","M",45,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Bulgaria","three",2,4,"Yes, in the next 2 years",TRUE
"1885","F",55,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Bulgaria","two",1,1,"No",FALSE
"1886","M",31,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Bulgaria","two",2,20,"Yes, in the next 2 years",TRUE
"1887","F",46,"Upper secondary (high school)","Full time employed","middle","Bulgaria","three",2,2,"Yes, in the next 12 months",FALSE
"1888","F",42,"Upper secondary (high school)","Part time employed","higher middle","Bulgaria","two",2,2,"Yes, in the next 2 years",FALSE
"1889","M",36,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Bulgaria","three",2,3,"Yes, in the next 12 months",TRUE
"1890","M",37,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","four",1,1,"Yes, in the next 2 years",TRUE
"1891","M",43,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","four",1,7,"Yes, in the next 2 years",FALSE
"1892","M",47,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Bulgaria","four",2,5,"Yes, in the next 2 years",TRUE
"1893","M",40,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","four",2,9,"No",FALSE
"1894","M",45,"Tertiary and higher (University degree or PhD)","Unemployed","lower middle","Bulgaria","two",2,3,"Yes, in the next 2 years",TRUE
"1895","M",31,"Upper secondary (high school)","Full time employed","lower middle","Bulgaria","three",0,5,"No",TRUE
"1896","M",41,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","three",1,2,"Yes, in the next 2 years",FALSE
"1897","F",27,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Bulgaria","one (myself)",1,0,"No",FALSE
"1898","M",34,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","three",1,1,"Yes, in the next 2 years",TRUE
"1899","F",25,"Upper secondary (high school)","Full time employed","middle","Bulgaria","two",1,20,"Yes, in the next 2 years",FALSE
"1900","M",48,"Upper secondary (high school)","Full time employed","middle","Bulgaria","four",1,4,"Yes, in the next 2 years",TRUE
"1901","M",41,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Bulgaria","four",2,1,"No",FALSE
"1902","F",30,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","three",2,2,"Yes, in the next 2 years",FALSE
"1903","M",44,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","four",1,2,"Yes, in the next 12 months",FALSE
"1904","F",25,"Tertiary and higher (University degree or PhD)","Part time employed","middle","Bulgaria","three",3,6,"No",FALSE
"1905","M",46,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Bulgaria","four",1,1,"No",FALSE
"1906","F",27,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","two",1,2,"Yes, in the next 2 years",TRUE
"1907","F",45,"Upper secondary (high school)","Full time employed","middle","Bulgaria","two",1,2,"No",TRUE
"1908","M",44,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","three",1,3,"Yes, in the next 12 months",TRUE
"1909","F",47,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","five",2,1,"No",TRUE
"1910","M",28,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","four",2,2,"Yes, in the next 12 months",TRUE
"1911","F",63,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Bulgaria","two",1,1,"Yes, in the next 2 years",FALSE
"1912","F",39,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","four",2,10,"No",FALSE
"1913","M",40,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","four",2,5,"No",FALSE
"1914","F",29,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","three",1,1,"No",FALSE
"1915","F",50,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","four",4,6,"Don’t know/no answer",FALSE
"1916","F",48,"Upper secondary (high school)","Full time employed","middle","Bulgaria","two",1,0,"Yes, in the next 2 years",TRUE
"1917","F",49,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","three",1,2,"Yes, in the next 6 months",TRUE
"1918","M",39,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Bulgaria","four",3,3,"Yes, in the next 2 years",TRUE
"1919","M",62,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","two",1,8,"Yes, in the next 2 years",FALSE
"1920","F",26,"Upper secondary (high school)","Full time employed","middle","Bulgaria","five",1,0,"Yes, in the next 12 months",TRUE
"1921","M",41,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","four",1,2,"Yes, in the next 2 years",FALSE
"1922","M",47,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","four",1,5,"Yes, in the next 2 years",TRUE
"1923","M",31,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Bulgaria","four",2,1,"No",TRUE
"1924","M",37,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","three",2,20,"Yes, in the next 12 months",FALSE
"1925","F",40,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","four",3,20,"Don’t know/no answer",TRUE
"1926","M",38,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","four",2,3,"Yes, in the next 2 years",TRUE
"1927","M",38,"Upper secondary (high school)","Full time employed","middle","Bulgaria","four",3,1,"No",FALSE
"1928","F",24,"Tertiary and higher (University degree or PhD)","Full time employed","high","Bulgaria","two",2,30,"Yes, in the next 12 months",FALSE
"1929","M",33,"Tertiary and higher (University degree or PhD)","Unemployed","middle","Bulgaria","three",1,1,"No",TRUE
"1930","M",46,"Upper secondary (high school)","Part time employed","middle","Bulgaria","four",1,1,"Yes, in the next 6 months",FALSE
"1931","F",28,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","one (myself)",1,10,"No",TRUE
"1932","M",40,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","four",2,2,"Yes, in the next 12 months",FALSE
"1933","F",21,"Upper secondary (high school)","Studying","low","Bulgaria","five",1,5,"Yes, in the next 2 years",FALSE
"1934","M",38,"Tertiary and higher (University degree or PhD)","Full time employed","low","Bulgaria","five",2,1,"Yes, in the next 2 years",FALSE
"1935","F",34,"Upper secondary (high school)","Full time employed","middle","Bulgaria","two",2,6,"No",FALSE
"1936","M",56,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Bulgaria","three",1,0,"Yes, in the next 2 years",FALSE
"1937","M",34,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","four",2,15,"Yes, in the next 2 years",FALSE
"1938","M",49,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Bulgaria","one (myself)",1,0,"Yes, in the next 2 years",FALSE
"1939","M",41,"Upper secondary (high school)","Full time employed","middle","Bulgaria","three",1,7,"Don’t know/no answer",TRUE
"1940","F",47,"Upper secondary (high school)","Full time employed","middle","Bulgaria","three",0,1,"No",TRUE
